[('Armenia', 0.6312310695648193), ('Armenian_dram', 0.5757973790168762), ('hryvnia', 0.5406061410903931)] Armenian_dram
[('Argentine_peso', 0.6898437738418579), ('Laos', 0.5466786026954651), ('Philippine_Peso', 0.5279130339622498)] Lao_kip
[('Argentine_peso', 0.7477655410766602), ('Russian_ruble', 0.6504116058349609), ('Ukrainian_hryvnia', 0.6234854459762573)] Euro
[('Argentine_peso', 0.6773356199264526), ('Libya', 0.6484963893890381), ('Qaddafi_regime', 0.5523088574409485)] Libyan_dinar
[('Argentine_peso', 0.6890648603439331), ('Ringgit', 0.6073863506317139), ('ringgit', 0.5859674215316772)] Malaysian_ringgit
[('Argentine_peso', 0.7400026321411133), ('Polish_zloty', 0.5781482458114624), ('Romanian_leu', 0.55332350730896)] Euro
[('Argentine_peso', 0.7057690620422363), ('naira', 0.6513016223907471), ('Ugandan_shilling', 0.6175140142440796)] Nigerian_naira
[('Argentine_peso', 0.8279666304588318), ('euro', 0.6099516153335571), ('Turkish_lira', 0.5954458117485046)] Euro
[('Argentine_peso', 0.7017428278923035), ('Kuwaiti_dinar', 0.6372849941253662), ('Qatari_riyal', 0.6133272051811218)] Qatari_riyal
[('Argentine_peso', 0.651057243347168), ('San_Marino', 0.6122295260429382), ('forint', 0.4849753677845001)] Euro
[('Argentine_peso', 0.7047686576843262), ('Kuwaiti_dinar', 0.6459450125694275), ('Saudi_riyal', 0.6114157438278198)] Saudi_riyal
[('Argentine_peso', 0.7583404779434204), ('Romanian_leu', 0.6095532178878784), ('Icelandic_Krona', 0.6065673828125)] Euro
[('Somalia', 0.7232127785682678), ('Mogadishu', 0.6257400512695312), ('Argentine_peso', 0.6098002195358276)] Somali_shilling
[('Argentine_peso', 0.8294072151184082), ('Peruvian_sol', 0.5824181437492371), ('Colombian_peso', 0.562874972820282)] Euro
[('Argentine_peso', 0.7221577167510986), ('krone', 0.6203513145446777), ('krona', 0.6173973083496094)] Swedish_krona
[('Argentine_peso', 0.7606483101844788), ('franc', 0.6139394044876099), ('Swiss_franc', 0.613359272480011)] Swiss_franc
[('Argentine_peso', 0.6690442562103271), ('Tajikistan', 0.6149914860725403), ('Russian_ruble', 0.56700599193573)] Somoni
[('Argentine_peso', 0.70046067237854), ('Ugandan_shilling', 0.6393376588821411), ('Kenyan_shilling', 0.6248904466629028)] Tanzanian_shilling
[('Argentine_peso', 0.6687095165252686), ('Togo', 0.5997511744499207), ('Ugandan_shilling', 0.5612485408782959)] CFA_franc
[('Argentine_peso', 0.7133922576904297), ('Turkish_lira', 0.6610592603683472), ('lira', 0.6107516288757324)] Turkish_lira
[('Argentine_peso', 0.7161126136779785), ('hryvnia', 0.6814761161804199), ('ruble', 0.6577674746513367)] Ukrainian_hryvnia
[('Argentine_peso', 0.649472713470459), ('Yemen', 0.6293348073959351), ('Yemeni', 0.5616395473480225)] Yemeni_rial
[('Argentine_peso', 0.7278670072555542), ('Ugandan_shilling', 0.6543328762054443), ('Kwacha', 0.6421199440956116)] Zambian_kwacha
[('Romanian_leu', 0.6749446392059326), ('Armenia', 0.6583489179611206), ('Armenian_dram', 0.5973106622695923)] Armenian_dram
[('Romanian_leu', 0.7015156745910645), ('Sweden_krona', 0.5933864116668701), ('Swiss_franc', 0.5729739665985107)] Euro
[('Romanian_leu', 0.8187447786331177), ('Romania_leu', 0.6522909998893738), ('Poland_zloty', 0.6270730495452881)] Bulgarian_lev
[('Chile_peso', 0.633558988571167), ('Chile', 0.6334400177001953), ('Chilean_peso', 0.6227839589118958)] Chilean_peso
[('Chinaā', 0.6073716878890991), ('Rmb#.####', 0.6056632995605469), ('Singdollar', 0.5921899080276489)] Renminbi
[('Colombia', 0.6609876155853271), ('Colombian_peso', 0.6283396482467651), ('Colombian', 0.5943881273269653)] Colombian_peso
[('Romanian_leu', 0.7443140745162964), ('Czech_koruna', 0.6137267351150513), ('Sweden_krona', 0.6126665472984314)] Czech_koruna
[('Ugandan_shilling', 0.6512038707733154), ('Ethiopia', 0.6448843479156494), ('Uganda_shilling', 0.6234209537506104)] Ethiopian_birr
[('Romanian_leu', 0.6262437701225281), ('safe_haven_Swiss_franc', 0.5703543424606323), ('CAC##_index', 0.5669806599617004)] Euro
[('Greece', 0.6711347103118896), ('Romanian_leu', 0.6650170683860779), ('FOREX_Euro_edges', 0.62340247631073)] Euro
[('Romanian_leu', 0.8148298263549805), ('Romania_leu', 0.6848465800285339), ('forint', 0.6743437647819519)] Hungarian_forint
[('Laos', 0.6370413303375244), ('Romanian_leu', 0.5479081869125366), ('PEN#.###', 0.5341764688491821)] Lao_kip
[('Romanian_leu', 0.7713605165481567), ('Latvia', 0.630270779132843), ('Poland_zloty', 0.6293524503707886)] Euro
[('Libya', 0.7409183979034424), ('Libyan', 0.636967658996582), ('Qaddafi', 0.5957489013671875)] Libyan_dinar
[('Malaysia', 0.6253401041030884), ('Malaysian_ringgit', 0.6211622953414917), ('ringgit', 0.617151141166687)] Malaysian_ringgit
[('Romanian_leu', 0.6342739462852478), ('Netherlands', 0.5940731763839722), ('Sweden_krona', 0.5517669320106506)] Euro
[('Nigeria', 0.6966830492019653), ('naira', 0.6231138706207275), ('Nigerian_naira', 0.6154773235321045)] Nigerian_naira
[('Portugal', 0.6652801036834717), ('Romanian_leu', 0.6366286277770996), ('safer_German_Bunds', 0.590954065322876)] Euro
[('Qatar', 0.6656797528266907), ('Qatari_riyal', 0.6160221099853516), ('QAR###.##', 0.573874831199646)] Qatari_riyal
[('San_Marino', 0.7134214639663696), ('Romanian_leu', 0.5239819884300232), ('Moto2_Grand_Prix', 0.48314982652664185)] Euro
[('Saudi_Arabia', 0.6526985168457031), ('Saudi_riyal', 0.5841116905212402), ('Kuwaiti_dinar', 0.579628050327301)] Saudi_riyal
[('Romanian_leu', 0.73099684715271), ('Slovenia', 0.6370428800582886), ('Romania_leu', 0.5984269976615906)] Euro
[('Somalia', 0.7815232276916504), ('Mogadishu', 0.6578046083450317), ('Somali', 0.6402062177658081)] Somali_shilling
[('Romanian_leu', 0.640558123588562), ('benchmark_Ibex', 0.5634090900421143), ('Spain', 0.5519191026687622)] Euro
[('Sweden', 0.6198259592056274), ('krone', 0.608025312423706), ('Swedish_krona', 0.6076164245605469)] Swedish_krona
[('Romanian_leu', 0.6214895844459534), ('Swiss_franc', 0.599338173866272), ('Switzerland', 0.5896103382110596)] Swiss_franc
[('Tajikistan', 0.6808550953865051), ('Romanian_leu', 0.6197715997695923), ('Tajik', 0.5808843374252319)] Somoni
[('Ugandan_shilling', 0.6581012010574341), ('Kenya_shilling', 0.6542288064956665), ('Uganda_shilling', 0.6525274515151978)] Tanzanian_shilling
[('Togo', 0.7365731000900269), ('Togolese', 0.6053977012634277), ('Ivory_Coast', 0.5282019972801208)] CFA_franc
[('Romanian_leu', 0.6475016474723816), ('lira_weakened', 0.6068664789199829), ('Turkey', 0.5958492159843445)] Turkish_lira
[('Romanian_leu', 0.7338550686836243), ('Ukraine_hryvnia', 0.6559558510780334), ('Ukraine', 0.6255095601081848)] Ukrainian_hryvnia
[('Yemen', 0.7186753153800964), ('Yemeni', 0.6178908348083496), ('al_Jawf', 0.5460758805274963)] Yemeni_rial
[('Ugandan_shilling', 0.6774085760116577), ('Uganda_shilling', 0.6707848310470581), ('Zambia', 0.6643111109733582)] Zambian_kwacha
[('Pound_sterling', 0.6693819165229797), ('Armenia', 0.6659091711044312), ('Sargsyan', 0.541537880897522)] Armenian_dram
[('Pound_sterling', 0.737907886505127), ('Austria', 0.5514506697654724), ('Austrian', 0.5446681380271912)] Euro
[('Pound_sterling', 0.7165836095809937), ('Bulgaria', 0.6333690881729126), ('Bulgarian', 0.5991353392601013)] Bulgarian_lev
[('Pound_sterling', 0.719962477684021), ('Chile', 0.6016359329223633), ('Peruvian_sol', 0.5472198128700256)] Chilean_peso
[('Pound_sterling', 0.7501537799835205), ('reminbi', 0.5994188785552979), ('yaun', 0.5775927305221558)] Renminbi
[('Pound_sterling', 0.7065339684486389), ('Colombia', 0.6308559775352478), ('Colombian', 0.5710906386375427)] Colombian_peso
[('Pound_sterling', 0.7434954643249512), ('Czech_Republic', 0.5823563933372498), ('CAD_=_D4', 0.5586196184158325)] Czech_koruna
[('Pound_sterling', 0.7070856094360352), ('Ethiopia', 0.6094922423362732), ('Ugandan_shilling', 0.5946703553199768)] Ethiopian_birr
[('Pound_sterling', 0.7864563465118408), ('CAD_=_D4', 0.5702003240585327), ('Emilie_Lepennec', 0.5315511226654053)] Euro
[('Pound_sterling', 0.6992127895355225), ('Greece', 0.6510452032089233), ('FOREX_Euro_falls', 0.6043800115585327)] Euro
[('Pound_sterling', 0.7247805595397949), ('Forint', 0.6059956550598145), ('Hungarian_Forint', 0.5838509798049927)] Hungarian_forint
[('Pound_sterling', 0.698489248752594), ('Laos', 0.6677005290985107), ('Khammouane_province', 0.5202987194061279)] Lao_kip
[('Pound_sterling', 0.7318630218505859), ('Latvia', 0.6322526335716248), ('Icelandic_Krona', 0.5586027503013611)] Euro
[('Pound_sterling', 0.6929896473884583), ('Libya', 0.6906006336212158), ('Libyan', 0.5887072086334229)] Libyan_dinar
[('Pound_sterling', 0.7572214603424072), ('Ringgit', 0.6195130348205566), ('Malaysian_Ringgit', 0.5910955667495728)] Malaysian_ringgit
[('Pound_sterling', 0.7914911508560181), ('Norwegian_Krone', 0.5687754154205322), ('CAD_=_D4', 0.5559648871421814)] Euro
[('Pound_sterling', 0.7189499139785767), ('Nigeria', 0.6483277082443237), ('naira', 0.6031089425086975)] Nigerian_naira
[('Pound_sterling', 0.7293586730957031), ('Portugal', 0.5937493443489075), ('FOREX_Euro_falls', 0.5893068313598633)] Euro
[('Pound_sterling', 0.7178307771682739), ('Qatar', 0.6302551031112671), ('Kuwaiti_dinar', 0.565712571144104)] Qatari_riyal
[('San_Marino', 0.6542823314666748), ('Pound_sterling', 0.624362587928772), ('Moto2_Grand_Prix', 0.4778810143470764)] Euro
[('Pound_sterling', 0.7598153352737427), ('Saudi_Arabia', 0.591225266456604), ('Kuwaiti_dinar', 0.5907601714134216)] Saudi_riyal
[('Pound_sterling', 0.7105708122253418), ('Slovenia', 0.6562352180480957), ('Slovakia', 0.5377167463302612)] Euro
[('Somalia', 0.7099915742874146), ('Pound_sterling', 0.6586029529571533), ('Somali', 0.5740902423858643)] Somali_shilling
[('Pound_sterling', 0.7638972997665405), ('Norwegian_Krone', 0.5581451654434204), ('FOREX_Euro_falls', 0.5528178811073303)] Euro
[('Pound_sterling', 0.7727754712104797), ('Norwegian_Krone', 0.5851476192474365), ('Sweden', 0.5677146911621094)] Swedish_krona
[('Pound_sterling', 0.7648124694824219), ('Switzerland', 0.5748596787452698), ('Swiss', 0.569259762763977)] Swiss_franc
[('Tajikistan', 0.6937453150749207), ('Pound_sterling', 0.6705388426780701), ('Tajik', 0.5916517376899719)] Somoni
[('Pound_sterling', 0.7538967132568359), ('Ugandan_shilling', 0.5988982319831848), ('Tanzania', 0.5939145088195801)] Tanzanian_shilling
[('Togo', 0.692980170249939), ('Pound_sterling', 0.6591631174087524), ('Togolese', 0.5640969276428223)] CFA_franc
[('Pound_sterling', 0.7071828842163086), ('Turkey', 0.5867818593978882), ('Turkish_lira', 0.5638704299926758)] Turkish_lira
[('Pound_sterling', 0.6743248105049133), ('Ukraine', 0.6298858523368835), ('Belarus', 0.5798655152320862)] Ukrainian_hryvnia
[('Pound_sterling', 0.7041608691215515), ('Yemen', 0.6597130298614502), ('Yemeni', 0.6053013801574707)] Yemeni_rial
[('Pound_sterling', 0.7345212697982788), ('Zambia', 0.6533327102661133), ('Ugandan_shilling', 0.6030307412147522)] Zambian_kwacha
[('Norwegian_krone', 0.6917709708213806), ('Czech_koruna', 0.6345837116241455), ('Chilean_peso', 0.6097677946090698)] Armenian_dram
[('Norwegian_krone', 0.7921125292778015), ('Swiss_franc', 0.6865766048431396), ('Czech_koruna', 0.6634393930435181)] Euro
[('Norwegian_krone', 0.7231594920158386), ('Romanian_leu', 0.664409875869751), ('Polish_zloty', 0.6457210779190063)] Bulgarian_lev
[('Chilean_peso', 0.7245327830314636), ('Norwegian_krone', 0.7231364250183105), ('Mexican_peso', 0.6769328117370605)] Chilean_peso
[('Norwegian_krone', 0.7304964065551758), ('Mexican_peso', 0.6193163394927979), ('Rmb#.####', 0.6159929633140564)] Renminbi
[('Norwegian_krone', 0.6978756189346313), ('Colombian_peso', 0.6623048782348633), ('Chilean_peso', 0.6554839015007019)] Colombian_peso
[('Norwegian_krone', 0.773952841758728), ('Czech_koruna', 0.6813532710075378), ('Polish_zloty', 0.6785375475883484)] Czech_koruna
[('Norwegian_krone', 0.7163698673248291), ('Ugandan_shilling', 0.630955696105957), ('Uganda_shilling', 0.6296817660331726)] Ethiopian_birr
[('Norwegian_krone', 0.7311885952949524), ('Swiss_franc', 0.6186037063598633), ('Mexican_peso', 0.5998924374580383)] Euro
[('Norwegian_krone', 0.7191091775894165), ('Hungarian_forint', 0.6413471698760986), ('Slovakian_koruna', 0.6210539937019348)] Euro
[('Norwegian_krone', 0.7491757869720459), ('Polish_zloty', 0.6921123266220093), ('Hungarian_forint', 0.6840464472770691)] Hungarian_forint
[('Norwegian_krone', 0.7003034353256226), ('Philippine_peso', 0.6167601346969604), ('Chilean_peso', 0.5965691208839417)] Lao_kip
[('Norwegian_krone', 0.79702228307724), ('Romanian_leu', 0.6881439685821533), ('Hungarian_forint', 0.6863701343536377)] Euro
[('Norwegian_krone', 0.659817099571228), ('Libya', 0.6337846517562866), ('Mexican_peso', 0.5927621126174927)] Libyan_dinar
[('Norwegian_krone', 0.7644229531288147), ('Malaysian_ringgit', 0.6896970868110657), ('Malaysian_Ringgit', 0.6519579887390137)] Malaysian_ringgit
[('Norwegian_krone', 0.8236974477767944), ('Danish_krone', 0.6300138235092163), ('Norway_krone', 0.6212255954742432)] Euro
[('Norwegian_krone', 0.7380142211914062), ('Nigeria', 0.6050795316696167), ('Ugandan_shilling', 0.5932708978652954)] Nigerian_naira
[('Norwegian_krone', 0.7550652027130127), ('Mexican_peso', 0.627650797367096), ('Chilean_peso', 0.6223362684249878)] Euro
[('Norwegian_krone', 0.7176007032394409), ('Qatari_riyal', 0.5977190136909485), ('Swiss_franc', 0.5908682942390442)] Qatari_riyal
[('Norwegian_krone', 0.644599437713623), ('San_Marino', 0.6056002974510193), ('Philippine_peso', 0.5539344549179077)] Euro
[('Norwegian_krone', 0.7393454313278198), ('greenback', 0.6238229274749756), ('Malaysian_ringgit', 0.5961601734161377)] Saudi_riyal
[('Norwegian_krone', 0.7569359540939331), ('Slovakian_koruna', 0.6701538562774658), ('Romanian_leu', 0.6472684144973755)] Euro
[('Somalia', 0.6651287078857422), ('Norwegian_krone', 0.6552814245223999), ('Uganda_shilling', 0.5907334685325623)] Somali_shilling
[('Norwegian_krone', 0.7376659512519836), ('Mexican_peso', 0.6537716388702393), ('Chilean_peso', 0.6470325589179993)] Euro
[('Norwegian_krone', 0.8954235315322876), ('Swedish_krona', 0.7319810390472412), ('Danish_krone', 0.6786085367202759)] Swedish_krona
[('Norwegian_krone', 0.8067529201507568), ('Swiss_franc', 0.7220715284347534), ('Swiss_Franc', 0.6594504117965698)] Swiss_franc
[('Norwegian_krone', 0.6873557567596436), ('Chilean_peso', 0.601560115814209), ('Hungarian_Forint', 0.5975335240364075)] Somoni
[('Norwegian_krone', 0.7414473295211792), ('Kenyan_shilling', 0.6443969011306763), ('Uganda_shilling', 0.6424874663352966)] Tanzanian_shilling
[('Norwegian_krone', 0.7225677371025085), ('Togo', 0.6094207763671875), ('Philippine_peso', 0.5681479573249817)] CFA_franc
[('Norwegian_krone', 0.7236610651016235), ('Turkish_lira', 0.6674686670303345), ('Polish_zloty', 0.6016756296157837)] Turkish_lira
[('Norwegian_krone', 0.7050766944885254), ('Polish_zloty', 0.6457909941673279), ('Romanian_leu', 0.6361324787139893)] Ukrainian_hryvnia
[('Norwegian_krone', 0.6739910840988159), ('Uganda_shilling', 0.579707145690918), ('Yemen', 0.5784004926681519)] Yemeni_rial
[('Norwegian_krone', 0.7395210862159729), ('Uganda_shilling', 0.6467565298080444), ('Ugandan_shilling', 0.6321227550506592)] Zambian_kwacha
[('Armenia', 0.6770156621932983), ('Armenian_dram', 0.6538053750991821), ('Danish_krone', 0.6432812213897705)] Armenian_dram
[('Danish_krone', 0.7720109820365906), ('Hungarian_Forint', 0.6268405318260193), ('Forint', 0.5975728034973145)] Euro
[('Danish_krone', 0.7058887481689453), ('Bulgaria', 0.6661816239356995), ('Slovak_Koruna', 0.6405818462371826)] Bulgarian_lev
[('Danish_krone', 0.6531794667243958), ('Chile', 0.6438828706741333), ('Chilean_peso', 0.6418348550796509)] Chilean_peso
[('Danish_krone', 0.6681578159332275), ('China', 0.6172236204147339), ('Rmb#.####', 0.6170289516448975)] Renminbi
[('Colombia', 0.6928528547286987), ('Danish_krone', 0.6198407411575317), ('Colombian', 0.6185562610626221)] Colombian_peso
[('Danish_krone', 0.7770541906356812), ('Slovakian_koruna', 0.6767758131027222), ('Polish_zloty', 0.64277184009552)] Czech_koruna
[('Danish_krone', 0.6621294617652893), ('Ethiopia', 0.6547822952270508), ('Ugandan_shilling', 0.6170127391815186)] Ethiopian_birr
[('Danish_krone', 0.7212127447128296), ('Slovak_Koruna', 0.5893787145614624), ('Slovakian_koruna', 0.5750176906585693)] Euro
[('Greece', 0.6877967715263367), ('Danish_krone', 0.6813538074493408), ('FOREX_Euro_falls', 0.6272895336151123)] Euro
[('Danish_krone', 0.7311106324195862), ('Forint', 0.6499521732330322), ('Hungarian_Forint', 0.644955039024353)] Hungarian_forint
[('Laos', 0.6682488918304443), ('Danish_krone', 0.6578513979911804), ('Philippine_Peso', 0.586363673210144)] Lao_kip
[('Danish_krone', 0.766686201095581), ('Poland_zloty', 0.6720731854438782), ('Romanian_leu', 0.666170060634613)] Euro
[('Libya', 0.7413754463195801), ('Libyan', 0.5932526588439941), ('Danish_krone', 0.589798092842102)] Libyan_dinar
[('Danish_krone', 0.7150251865386963), ('Indonesian_Rupiah', 0.65605628490448), ('Malaysian_Ringgit', 0.6490203142166138)] Malaysian_ringgit
[('Danish_krone', 0.8279428482055664), ('Norwegian_krone', 0.6369506120681763), ('Slovakian_koruna', 0.6031526327133179)] Euro
[('Nigeria', 0.6821739077568054), ('Nigerian_naira', 0.6186615228652954), ('naira', 0.6043287515640259)] Nigerian_naira
[('Danish_krone', 0.7203856706619263), ('Portugal', 0.6498978734016418), ('euro', 0.6099061369895935)] Euro
[('Danish_krone', 0.6655715703964233), ('Qatar', 0.6230812668800354), ('Qatari_riyal', 0.6153213977813721)] Qatari_riyal
[('San_Marino', 0.7095015048980713), ('Danish_krone', 0.605704128742218), ('Hungarian_Forint', 0.5152031183242798)] Euro
[('Danish_krone', 0.668192982673645), ('Saudi_Arabia', 0.6033210754394531), ('riyal_peg', 0.6012884974479675)] Saudi_riyal
[('Danish_krone', 0.7549312114715576), ('Slovenia', 0.6606346368789673), ('Slovakian_koruna', 0.6551536321640015)] Euro
[('Somalia', 0.7615041732788086), ('Danish_krone', 0.6118594408035278), ('Mogadishu', 0.5708479881286621)] Somali_shilling
[('Danish_krone', 0.7382019758224487), ('Spain_Ibex', 0.5955296158790588), ('Slovakian_koruna', 0.5936843156814575)] Euro
[('Danish_krone', 0.8709110021591187), ('Swedish_krona', 0.7026547193527222), ('Norwegian_krone', 0.6992443799972534)] Swedish_krona
[('Danish_krone', 0.7840429544448853), ('Swiss_franc', 0.6484581232070923), ('swiss_franc', 0.6122555732727051)] Swiss_franc
[('Tajikistan', 0.6937888860702515), ('Danish_krone', 0.6272189021110535), ('Hungarian_Forint', 0.6060431003570557)] Somoni
[('Danish_krone', 0.6618881225585938), ('Ugandan_shilling', 0.64426589012146), ('Uganda_shilling', 0.6417782306671143)] Tanzanian_shilling
[('Togo', 0.7037590742111206), ('Danish_krone', 0.6606378555297852), ('Togolese', 0.5736792087554932)] CFA_franc
[('Danish_krone', 0.682092547416687), ('Turkish_lira', 0.6476156711578369), ('Turkey', 0.627284824848175)] Turkish_lira
[('Ukraine', 0.6822013854980469), ('Danish_krone', 0.6651428937911987), ('Ukraine_hryvnia', 0.6417244672775269)] Ukrainian_hryvnia
[('Yemen', 0.6748007535934448), ('Danish_krone', 0.6061035394668579), ('Yemeni', 0.5788663625717163)] Yemeni_rial
[('Zambia', 0.6592031717300415), ('Ugandan_shilling', 0.6531029939651489), ('Uganda_shilling', 0.6495956182479858)] Zambian_kwacha
[('Euro', 0.7055090665817261), ('Armenia', 0.6348421573638916), ('EURO', 0.5541082620620728)] Armenian_dram
[('Euro', 0.7356386780738831), ('Austria', 0.6522698402404785), ('Germany', 0.5736554861068726)] Euro
[('Euro', 0.7962403893470764), ('Bulgaria', 0.6453186273574829), ('EURO', 0.579613447189331)] Bulgarian_lev
[('Euro', 0.646260142326355), ('Chile', 0.6077926754951477), ('Chilean', 0.47713977098464966)] Chilean_peso
[('Euro', 0.6104657649993896), ('China', 0.5993350744247437), ('Asia', 0.46570223569869995)] Renminbi
[('Euro', 0.628174901008606), ('Colombia', 0.6139577031135559), ('Colombian', 0.5099241733551025)] Colombian_peso
[('Euro', 0.7387697696685791), ('Czech_Republic', 0.629911482334137), ('Czechs', 0.5514217019081116)] Czech_koruna
[('Ethiopia', 0.6016162037849426), ('Euro', 0.5944360494613647), ('Ethiopian', 0.49359503388404846)] Ethiopian_birr
[('Euro', 0.6884785294532776), ('France', 0.6613984107971191), ('European', 0.5133900046348572)] Euro
[('Euro', 0.7272279262542725), ('Greece', 0.6856776475906372), ('euro_zone', 0.5630967617034912)] Euro
[('Euro', 0.7577357292175293), ('Hungary', 0.634163498878479), ('EURO', 0.5483114719390869)] Hungarian_forint
[('Euro', 0.571140468120575), ('Laos', 0.5509911775588989), ('Indochina', 0.4156460165977478)] Lao_kip
[('Euro', 0.7704759240150452), ('Latvia', 0.6216455698013306), ('EURO', 0.5780309438705444)] Euro
